3-gram,*/*,3/*,4/*,5/*,6/*,7/*,8/*,9/*,3/1:3,4/1:3,4/2:4,5/1:3,5/2:4,5/3:5,6/1:3,6/2:4,6/3:5,6/4:6,7/1:3,7/2:4,7/3:5,7/4:6,7/5:7,8/1:3,8/2:4,8/3:5,8/4:6,8/5:7,8/6:8,9/1:3,9/2:4,9/3:5,9/4:6,9/5:7,9/6:8,9/7:9,*/1:3,*/2:4,*/3:5,*/4:6,*/5:7,*/6:8,*/7:9,*/8:10,*/9:11,*/-9:-7,*/-8:-6,*/-7:-5,*/-6:-4,*/-5:-3,*/-4:-2,*/-3:-1
ORU,46224596,1,124467,13303907,13981804,3155156,3298260,2246630,1,1,124467,1,13191885,112023,1,3245054,10610634,126118,1,301523,1,2853634,1,1,329287,976529,1,1992446,1,1,1,1,1,1,2246630,1,1,17305215,12014069,3678726,2521263,2246630,7634440,583899,1,427889,705943,851137,1278051,3245054,39353922,362606
KAT,46191353,792410,14228402,7016528,1824244,6460561,3708826,8537868,792410,14228402,1,5902336,839578,274616,271510,1263875,288861,1,3152190,2111707,455262,741405,1,3412409,1,1,296418,1,1,7212631,1,1,1325238,1,1,1,35267896,4357230,1018737,4571798,1,778505,1,1,197192,9563442,3412409,3152190,4684148,7917888,16098243,1067025
OLF,46179260,107201,20999572,11958313,4083619,2753717,2945422,3036698,107201,1,20999572,1,6997552,4960762,1,956163,333194,2794264,1,2209364,1,544354,1,1,2645914,1,1,1,299509,2794425,242274,1,1,1,1,1,2901625,34050834,5293955,3338617,294725,299509,1,1,1,2950777,380646,2645914,2209364,956163,7875098,29161304
DUN,46079678,1856192,7392323,3825799,15445286,7532347,1641983,4526640,1856192,7392323,1,3825799,1,1,14345009,1,276904,823375,6217051,1,171711,895696,247892,1022711,1,619273,1,1,1,718051,1,3537671,1,1,270920,1,35625127,1,7715063,1893562,247892,270920,327119,1,1,718051,3553502,9754721,14964281,3997509,9162958,2927457
COB,46063640,810752,2751261,16914266,11201649,5631947,5701250,709205,810752,2751261,1,2386380,1,14527887,6190565,150227,4860859,1,3206702,1,2059936,365311,1,362078,1,5339173,1,1,1,138684,1,570522,1,1,1,1,16369971,150227,28850271,365311,327864,1,1,1,1,138684,930332,3880480,11529737,4596541,7977429,15338638
VEH,45983832,104941,1,1,191636,23658394,16478305,1958320,104941,1,1,1,1,1,1,1,1,191636,22705009,1,1,1,953386,16478305,1,1,1,1,1,1958320,1,1,1,1,1,1,43090479,1,1,1939969,953386,1,1,1,1,3369885,16815073,22705009,1,1,1,1249961
ZAB,45849843,113535,1,271326,1,2432729,1,31846828,113535,1,1,1,271326,1,1,1,1,1,1,1,2286759,145971,1,1,1,1,1,1,1,1,1,1,31846828,1,1,1,113535,271326,2286759,36208182,1,1149645,317850,4401721,643854,332898,4356209,1,31846828,8567991,417296,113535
FAB,45678888,671569,283524,7092769,17503434,5930222,3299376,2350382,671569,283524,1,7092769,1,1,17503434,1,1,1,4950325,1,979898,1,1,3299376,1,1,1,1,1,1092330,1,1,1,1258053,1,1,42055418,1,1357017,850375,1416081,1,1,1,1,1092330,3676495,5108353,17503434,9330718,283524,671569
PHS,45571330,375426,1,1,7170129,1027326,3656159,615025,375426,1,1,1,1,1,1,1,1,7170129,1,1,250790,1,776537,1,1,1,1,1,3656159,1,1,1,1,465135,1,149891,375426,1,250790,7170129,1241671,3656159,149891,12279137,19819326,1,1,1,1,715924,1,44855407
YBO,45482595,1,1,1,248678,15113157,5525728,24061805,1,1,1,1,1,1,1,248678,1,1,1,125683,13943262,1044214,1,1,1,5373478,152251,1,1,1,1,564490,1,23497316,1,1,1,374360,19982837,1297444,23827957,1,1,1,1,101610,100981,670269,5724022,37841504,1044214,1
LGA,45406550,101556,2142258,7804297,6748868,5857187,7201648,5204320,101556,1,2142258,1,5970417,1833881,1,162446,6586423,1,1,119368,4281507,1456314,1,1,1,6785326,416323,1,1,1,1,4371908,1,1,832413,1,101556,8394486,24647131,5992520,1,6270861,1,1,1,2039976,2398427,6262437,10081990,5516831,14845564,4077693
OCL,45298006,121961,383698,1,149497,955882,4041723,4447018,121961,383698,1,1,1,1,149497,1,1,1,1,1,786376,169507,1,1,1,3913334,128390,1,1,1,1,2165462,440272,1841286,1,1,655154,1,33598809,3826272,4387866,2189851,165645,474415,1,2217742,12725817,5190489,7109654,3856706,553204,121961
DUM,45140007,951779,10139239,6017057,4160355,3915458,4188746,1382141,951779,9813309,325931,5644232,1,372826,4059460,1,1,100896,3915458,1,1,1,1,1270748,1,1,1,1,2917999,1382141,1,1,1,1,1,1,27647390,567158,372826,100896,355505,2917999,1,12972347,205893,1623368,1270748,4270962,4059460,5644232,10222133,17438841
FFL,45006136,282826,1,1,2950160,16865891,9281477,9975117,282826,1,1,1,1,1,1,666037,2284124,1,1,1464087,11416324,3985482,1,1,5936205,1457356,1887918,1,1,1,7177224,239572,1772122,619857,166346,1,282826,20423592,15523214,7645520,803602,327387,1,1,1,3477622,7486810,6175776,4854604,14590133,6435950,282826
ELC,45004428,1,1,2825106,886220,23900492,10237455,4392192,1,1,1,1,2825106,1,1,886220,1,1,1,23724457,1,176036,1,1,10237455,1,1,1,1,1,2218282,1,2173911,1,1,1,1,40177972,1,4826457,1,1,1,1,1,1,2614500,12317748,25898367,886220,3001141,1
CEF,44998280,107532,1,1,882636,1,24058348,1,107532,1,1,1,1,1,1,1,1,882636,1,1,1,1,1,1,1,1,24058348,1,1,1,1,1,1,1,1,1,221409,1,1,38896147,1807882,163117,3909729,1,1,2893736,155260,13498287,118685,27228273,1,990167
YNE,44926813,1,2393224,13816878,7679822,7660407,2586001,3491541,1,1,2393224,1,1086695,12730184,1,115035,6206412,1358377,1,2864290,4065447,130957,599716,1,261527,1,734185,1,1590291,1,687118,1627389,824570,1,1,352467,1,11163520,25110243,5269900,599716,1590291,352467,621678,105948,1326374,1385359,3142657,3688859,4914665,7424062,19864935
ILW,44814936,1,1,136049,1,29785477,10003893,4312934,1,1,1,1,136049,1,1,1,1,1,1,129435,29656043,1,1,1,162977,9840917,1,1,1,1,4312934,1,1,1,1,1,1,4741392,39750634,322912,1,1,1,1,1,1,4566609,485888,9970351,29656043,136049,1
UDS,44754707,1,5101221,2858410,31921697,1164468,993572,1388667,1,1,5101221,1,1,2858410,1,11966714,1,19954984,1,1,641265,1,523204,1,326907,328527,1,1,338140,1,182380,1,900515,305774,1,1,1,17577219,5048425,20855498,935429,338140,1,1,1,746248,182380,433359,1229041,12913751,1,28775955
AOR,44737327,103692,104772,6897582,5530978,115532,105306,391857,103692,1,104772,3692008,3205575,1,4906006,624973,1,1,1,115532,1,1,1,1,105306,1,1,1,1,1,1,1,100417,291441,1,1,8701704,4156154,1,100417,31779055,1,1,1,1,27102853,539241,105306,5121953,4608420,3205575,208463
EPP,44698498,420024,292489,108904,12717246,19600387,8797105,601115,420024,181068,111422,1,108904,1,184739,9658928,2873581,1,1,1900538,17578022,121829,1,1,900235,6446096,1,1450776,1,1,336805,1,1,264311,1,1,785829,14089058,27228271,121829,1715086,1,758430,1,1,854930,533641,900235,8802311,27988748,4736154,531445
UVE,44644839,1,110894,1881389,2278863,5012466,18166391,11368326,1,110894,1,170394,116118,1594879,1,116581,944280,1218004,428384,1168437,3154586,261062,1,1,10899132,3780738,145899,3233070,107556,1,2159467,2952172,107159,1895157,4254375,1,709670,14459731,14082474,3118978,7235373,4361930,1,525431,151259,752916,3363535,15600237,5862037,5482613,8919794,3495050
TYR,44566557,408826,2238033,2155452,10736377,15074106,4685590,5030528,408826,2238033,1,1601793,1,553660,5595585,461854,362882,4316059,10031442,908188,380121,3754358,1,2601763,1,224306,735264,1124260,1,824346,359334,1,3088304,1,758547,1,25638673,1729374,1680994,12208819,1124260,1848396,135155,200893,1,824346,3432489,10170068,10906229,3379921,8238076,5278543
AQU,44535620,1,1356059,1123049,10753382,20866795,6351308,1797291,1,1356059,1,649024,474026,1,1081509,1100241,8571634,1,16546978,344830,3649026,325964,1,5052598,713001,115421,470291,1,1,1396828,1,1,1,400464,1,1,27190501,2965093,12336079,1071987,400464,113278,458224,1,1,1396828,5165875,17646988,1541758,6269042,11074626,1
PIG,44516070,10835365,8257104,1049748,3893665,9517029,4433423,1816889,10835365,8257104,1,1049748,1,1,3647118,246548,1,1,8627841,889189,1,1,1,3008178,1285213,1,140034,1,1,1339335,301109,1,176447,1,1,1,38488472,5167569,1,568516,1,167105,124412,1,1,3037101,3433697,10165089,4712752,1436328,8257104,10835365
LYN,44378103,437125,6146231,8386569,6489447,6149031,8021337,3064344,437125,5755518,390714,5228620,2123670,1034281,1925475,1,1,4563973,546748,1,1,211182,5391103,1041445,1,324369,1,1,6655525,1056530,1,824570,1,1,111585,1071662,15991455,2514383,7867243,4775154,5391103,6767109,1071662,1,1,2505077,4621463,1371317,2249843,5228620,8201952,19544377
WDE,44375406,1,1,1,18856500,17997157,3514065,2582420,1,1,1,1,1,1,1,1,18856500,1,1,1,2793563,15203595,1,1,1,3514065,1,1,1,1,1,134361,1,143859,2304202,1,1,1,25298486,15203595,143859,2304202,1,1425268,1,1,1,134361,3514065,2937421,37789562,1
GAP,44254374,22670011,7107566,1158207,1533373,406155,101889,10775954,22670011,7107566,1,495909,662299,1,1533373,1,1,1,1,1,1,1,406155,1,1,1,101889,1,1,1,1,213498,10562457,1,1,1,31806856,662299,213498,10975413,406155,190158,1,1,1,128364,182706,403655,12095829,597797,7769864,23076165
TOX,44130952,220587,1,13650088,2827675,1131618,7643297,3925728,220587,1,1,13526684,1,123405,2827675,1,1,1,1131618,1,1,1,1,7043530,1,118978,480791,1,1,196974,1,1,410023,3318733,1,1,27642889,1,8123852,999310,4796401,1245683,781604,541219,1,2691476,8600680,1771821,3911361,17993344,1,885209
LGE,44063506,1,1,3322101,1992794,13410136,7467275,8206581,1,1,1,1,882297,2439805,1,1,1992794,1,1,8112181,1,118716,5179241,1,2689325,166656,1,4611296,1,1,3408063,332629,2648126,1817766,1,1,1,15587669,6026388,3733608,18430461,1,149382,1,136003,351364,4151207,5493598,16529626,1817766,7605100,7619045
AHE,43829673,209390,578052,37271458,155351,588842,1069229,287731,209390,146621,431432,34650173,2281027,340260,1,155351,1,1,1,1,368053,220790,1,1,374699,694531,1,1,1,1,1,1,287731,1,1,1,35006182,3242506,1402842,1253235,2419052,131054,374808,1,1,1,652055,2775244,1224481,35548382,2648436,981080
DUK,43800341,1,38643640,2125819,345296,656334,1430861,471991,1,38643640,1,2125819,1,1,1,1,1,345296,656334,1,1,1,1,1,1,1,1,1430861,1,1,1,1,1,101225,370767,1,41425791,1,1,471701,1532085,370767,1,1,1,1,1,782739,1,2227043,40445266,345296
AYL,43754957,1,200875,2300414,28574089,2835027,9163462,681095,1,200875,1,119199,2181216,1,380905,27830962,362224,1,1,2835027,1,1,1,1,8749557,413906,1,1,1,301377,256123,1,123597,1,1,1,1002353,41852881,776129,123597,1,1,1,1,1,301377,256123,8749557,3753432,27950160,2744313,1
DAB,43730340,1267690,268697,405540,880574,449048,5537592,1957659,1267690,154467,114231,405540,1,1,880574,1,1,1,449048,1,1,1,1,248841,1,123917,5164836,1,1,1,1,1,119189,1838471,1,1,3406155,114231,123917,6095911,2832510,16447407,6900121,301903,563630,1,1995676,449048,2117717,37631517,154467,1381920
CHT,43712018,112227,107112,12076413,5308627,6543134,4224861,4648701,112227,1,107112,1,1,12076413,1,1,2959795,2348833,1,1,3283991,1,3259144,109202,1,813555,567082,483690,2251336,1,1,103335,1475969,756977,1,2312423,221428,257910,20252971,5292920,5358462,3486304,6154017,1865829,152217,999145,1032048,329835,2931986,5255283,7455667,24585590
AES,43692192,704282,346103,1030105,10578388,2525579,1394406,16656490,704282,1,346103,409393,238285,382429,1,10436892,1,141497,1,2232692,292888,1,1,340046,781799,272563,1,1,1,15850533,694350,1,1,1,1,111609,22988039,14840144,5273953,307420,171032,1,111609,1,1,19675034,1034395,781799,2676285,11139171,238285,1685916
ADH,43687215,613287,2028976,1393288,7081960,6303651,12351090,12472677,613287,1383790,645187,226373,1065267,101650,4883005,1643309,104985,450664,4743908,502694,205619,851433,1,11804009,435054,1,1,1,112029,12244936,1,117459,110284,1,1,1,36069991,4900458,755908,1579471,155376,112029,113988,1,1,12512618,12076243,5463511,5609968,2075299,3405472,1922813
BOI,43639862,230497,8381995,2482490,15110675,14735130,614794,1,230497,8381995,1,2482490,1,1,12896893,1,2213783,1,14492632,1,242499,1,1,1,1,243225,1,371570,1,1,1,1,1,1,1,1,40171912,1,2699505,1,588035,1,180413,1,1,1,1,14492632,13356582,2905400,10967346,230497
ARF,43612442,520692,177361,8784709,2451679,24793607,4348205,1994753,520692,1,177361,1,154701,8630009,1,653352,1514070,284259,1,14500263,10293345,1,1,1,2966179,1382027,1,1,1,1,378916,1615838,1,1,1,1,520692,19211393,23596101,284259,1,1,1,1,1,436746,378916,4582016,15882289,10946696,1668770,9612318
XIT,43491918,1,11532402,2162434,2292529,1691104,1,986486,1,1,11532402,1,1721054,441381,1,680226,1612304,1,1,777305,1,913800,1,1,1,1,1,1,1,1,1,1,1,1,986486,1,1,14710984,2053684,1156778,1,986486,24583990,1,1,1,1,242979,4853694,680226,25741241,11973782
OHE,43327064,104273,441102,9338375,717379,4137081,16685996,6517381,104273,1,441102,1,9338375,1,1,717379,1,1,1,4137081,1,1,1,1,16553779,1,132218,1,1,1,6291879,1,1,1,1,225503,104273,39556234,1,2754786,524784,161489,225503,1,1,836495,6903998,18871513,4137081,849596,9338375,770876
MOG,43310194,1,745177,952303,1231258,765297,366241,988330,1,1,745177,952303,1,1,658694,468546,104020,1,100304,173974,491021,1,1,182058,1,184184,1,1,1,232870,1,125254,630208,1,1,1,2126225,1387695,32916771,3949699,2022294,617503,1,290013,1,22539702,11273579,1356594,1647057,1911868,104020,745177
TUC,43284275,659213,1466116,12439758,10688303,3625247,12829347,1163243,659213,1466116,1,359557,12080202,1,9322977,1365327,1,1,856450,140592,1,2628207,1,1,160898,229041,12110986,328425,1,193848,1,1,969396,1,1,1,12858156,13747016,229041,16121641,328425,1,1,1,1,193848,232587,1197815,10662003,13835868,16502947,659213
OBO,43244581,1,1848859,5870520,26037204,1850503,2487074,619939,1,714688,1134172,451691,5165587,253244,1,25729768,125666,181772,153911,1273463,423131,1,1,1,1341283,151771,994022,1,1,1,1,619939,1,1,1,1,1320288,34644269,1573747,1287525,4316569,1,102188,1,1,1718469,1844917,2980047,1425233,27598609,6108126,1569186
UNU,43232344,1,907877,278318,4486709,29114403,457080,7260631,1,907877,1,1,278318,1,2997703,1089832,399176,1,27867553,723865,1,522987,1,457080,1,1,1,1,1,7260631,1,1,1,1,1,1,40218171,2092013,399176,522987,1,1,1,1,1,7260631,457080,27867553,3721567,1089832,2108355,1
EIZ,43220195,1,1,7685921,19509747,10036215,5310519,333718,1,1,1,1,7685921,1,1,19509747,1,1,1,9588034,1,1,448182,1,5310519,1,1,1,1,1,1,1,1,333718,1,1,1,42307139,1,1,913057,1,1,1,1,212922,1,5310519,9588034,19843464,7685921,448182
NAU,43069038,263298,785630,1254551,8189601,4071425,5832230,6693439,263298,785630,1,942033,1,312519,7012809,1,1176793,1,1831114,1,1220873,774237,245204,3357012,1,313932,1413348,400083,347859,321513,2863716,1,686787,882705,1531460,407263,14999208,13514553,3350429,2874370,3997136,3487193,702325,1,1,936338,7620037,3587693,8013526,5706403,5107091,1576139
TUL,43039259,138073,981221,3087483,2065248,5294938,3580541,4950447,138073,981221,1,2974050,113434,1,1654270,1,410979,1,751285,1,865026,3678629,1,137496,105146,1433206,1717732,186965,1,172043,1,746578,3356771,457618,217441,1,6808432,586765,3626060,16777089,3928846,968049,10344024,1,1,2983385,6043872,12001857,10018603,6014423,5588664,138073
IPH,42747384,1,1,1,3952983,1408760,4393245,9546374,1,1,1,1,1,1,118641,2117884,1,1716460,1,775142,121501,512119,1,1,904582,1758606,1730059,1,1,524936,597243,2339561,5916685,167953,1,1,643576,8073050,5875346,26949078,1024615,181724,1,1,1,4184414,3099259,18244278,8958066,4137394,512119,1716460
RAO,42646900,3363715,1,1135681,133069,3175945,615169,473274,3363715,1,1,1135681,1,1,133069,1,1,1,1,1,174733,3001213,1,1,1,1,615169,1,1,1,1,1,473274,1,1,1,4632463,1,174733,37839706,1,1,1,1,1,539241,1227523,107803,606342,1925581,3001213,3363715
EGN,42629908,1,1,1061160,676914,851390,12739936,20355141,1,1,1,1,1061160,1,1,676914,1,1,1,564995,170024,116373,1,1,245087,11910740,1,584111,1,1,1,20076310,1,1,278832,1,1,2548153,34306258,116373,4599287,516397,543445,1,1,2044451,896702,23251963,12901207,1390381,2040473,1
IGM,42573498,994041,1,3248724,4648048,9270386,12663239,5682793,994041,1,1,1,3248724,1,1,111583,4536466,1,1,8664380,606007,1,1,1,2976351,503339,792391,1,8391161,1,1405815,1573214,108592,1,2595175,1,994041,18166718,9183770,1705067,1,12159624,167105,197179,1,1595950,2289458,5690506,9631073,1509979,10380363,9385201
SAK,42498067,145910,28076918,3710115,1045525,2054358,6071219,1154967,145910,27919206,157713,1897411,1812705,1,103609,1,941917,1,140812,1,1,1913547,1,866753,1,1,2388978,2815490,1,350060,1,1,693743,111166,1,1,31423755,1970417,1058955,4996266,2926655,1,122024,1,1,350060,866753,140812,797351,4519576,35402861,303622
OFO,42423932,1,1,1,129442,3455806,20848928,1073842,1,1,1,1,1,1,1,129442,1,1,1,1,3455806,1,1,1,1,20100466,437297,311167,1,1,208347,1,1,865496,1,1,1,337788,31282980,935236,2284316,7170878,412739,1,1,973508,7447118,224556,21098303,12369285,311167,1
UNO,42423882,1719425,1851195,3899544,3646327,2923134,836514,880959,1719425,222570,1628626,1,817876,3081669,146871,2868485,268187,362787,1,1,1,2636893,286242,587524,1,1,1,248991,1,880959,1,1,1,1,1,1,15111931,5314985,3349855,17688670,535232,1,1,1,423214,1062172,2593726,1271878,146871,2868485,4194513,7078745
IOC,42399401,501683,1,1,1026204,15115720,5221853,1160228,501683,1,1,1,1,1,1,1,591995,434210,1,11879569,1,3236152,1,1,2468656,1096370,1656829,1,1,1,1,1,1160228,1,1,1,501683,25002414,2062354,11445951,1826364,1560640,1,1,1,2840895,1038488,5123226,14660165,1656829,3828146,935892
VAD,42393559,241244,294980,2811650,11012845,10682329,14785551,1897893,241244,294980,1,436345,2375306,1,116900,1641303,9254644,1,1,852835,8257343,1572153,1,1,1,6824019,7469867,1,491667,1,1,117480,1447266,1,333149,1,1089466,4869442,24453483,11033255,1,947917,1,1,1,1,118208,666346,9241017,17804855,13830228,732910
AXA,42335329,1,1602445,1,886730,8524790,17945411,904233,1,1,1602445,1,1,1,1,886730,1,1,1,8394160,1,130631,1,1,17700491,1,244921,1,1,1,512906,1,391328,1,1,1,1,29208672,456236,12396756,273668,1,1,1,1,111945,1251715,29047795,9059154,1131650,130631,1602445
RPT,42266881,980250,1178477,1,1,2370722,4005758,576383,980250,1178477,1,1,1,1,1,1,1,1,1,1,1,1,2370722,1,1,886007,1,3119752,1,1,1,1,1,576383,1,1,2158726,1,886007,1,37359153,1,973962,889037,1,1,160464,247404,33633436,576383,4298228,3350971
MYT,42242389,1,16553291,9578541,3008477,355189,3577166,5935626,1,16553291,1,8195659,1382883,1,2213233,795245,1,1,212829,1,1,142361,1,3577166,1,1,1,1,1,5935626,1,1,1,1,1,1,39921903,2178127,1,142361,1,1,1,1,1,5935626,3577166,212829,2213233,8990903,18078533,1
HTY,42217615,1,1,1,29188057,6808690,6220870,1,1,1,1,1,1,1,1,1,1,29188057,1,1,1,1,6808690,1,1,1,1,1,6220870,1,1,1,1,1,1,1,1,1,1,29188057,6808690,6220870,1,1,1,1,1,1,1,1,1,42217615
FUG,42189853,1,131797,1256977,11564297,5576981,13954597,2003660,1,131797,1,1256977,1,1,399187,1,11165111,1,1,1,5576981,1,1,3983835,1,9970763,1,1,1,2003660,1,1,1,1,1,1,7775452,1,26712853,1,1,1,7437328,1,1,2003660,5258163,1,10565602,10929024,13433408,1
LLN,42163693,1,1,1,1,29081939,5162209,7819483,1,1,1,1,1,1,1,1,1,1,1,28351104,730836,1,1,1,1,5162209,1,1,1,1,3917094,1,3902390,1,1,1,1,32268197,5893044,3902390,1,1,100065,1,1,1,3917094,100065,37415701,730836,1,1
OGS,42140120,1,34050483,3703557,1,1029375,2556140,800569,1,1,34050483,1,1,3703557,1,1,1,1,1,1,1,1,1029375,1,450725,1,1,1,2105416,1,336086,1,1,1,1,464484,1,34837292,3703557,1,1029375,2105416,464484,1,1,1,336086,450725,1,1,1,41353311
VOK,42064009,1,1,3089062,11924642,14127972,9970500,2451289,1,1,1,1,3089062,1,1,6901817,5022826,1,1,1042223,8940268,4145483,1,1,1,2526202,7444299,1,1,1,1,1,2451289,1,1,1,1,11033100,16489294,14041069,1,500549,1,1,1,1,1,1,6019712,23786930,12257369,1
EGM,42016540,1,1,1,1081188,18265256,14752420,3892551,1,1,1,1,1,1,572585,1,1,508604,1,18265256,1,1,1,1,14522205,230216,1,1,1,1,3892551,1,1,1,1,1,572585,40157052,230216,938726,1,1,117965,1,1,629783,4010515,14952327,19068055,1,1,508604
DTH,41934975,150326,1,21237778,1960731,8738823,175497,6483437,150326,1,1,1,1,21237778,1,1,1960731,1,1,1,1,1,8738823,1,1,1,1,175497,1,1,1,1,1,1,1,6483437,150326,1,23198508,354239,10057590,1,7167047,1007270,1,1,850794,646717,1,1,3149243,37288224
XEM,41908610,1,1,1,8299930,1767778,4106320,15236431,1,1,1,1,1,1,1,8157119,142812,1,1,1249755,518024,1,1,1,4106320,1,1,1,1,1,13569134,1042050,1,625249,1,1,1,36922070,4361293,1,625249,1,1,1,1,2916575,16227543,5148369,1249755,9300390,142812,1
KOR,41873990,317834,974567,22015888,13271633,3423373,1056064,354084,317834,974567,1,21862851,1,153038,12894669,1,1,376965,2120951,1,1,1302423,1,726658,1,329407,1,1,1,224569,1,1,1,129516,1,1,39237517,1,482444,1679387,129516,1,1,1,206310,224569,726658,2120951,13224075,21992366,2415809,1054144
LRO,41664123,1,119192,1,686522,1707348,27943890,8608996,1,119192,1,1,1,1,1,1,686522,1,1,1,819912,887437,1,1,1,303299,27640592,1,1,1,1,1,8608996,1,1,1,119192,1,1809731,37363150,1,2372053,1,1,1,1,226128,1,9049877,30694972,1693149,1
SIP,41659663,2422374,430822,248232,7421079,2715540,402278,2484098,2422374,430822,1,117581,1,130652,2135379,1,1,5285701,1306056,1,801714,607772,1,202585,1,1,199694,1,1,137261,1,387834,1959005,1,1,1,6752052,1,1603428,15629967,208107,1,17466113,1,1,427906,4237021,5918151,4302489,17896784,1038593,7838725
AJE,41592971,1,1,171968,1,29098132,5195381,1048254,1,1,1,1,1,171968,1,1,1,1,1,29098132,1,1,1,1,4406455,1,788927,1,1,1,920122,1,1,1,1,128133,1,34908397,5767517,788927,1,1,128133,1,1,1,4536899,4406455,29098132,788927,1,300100
LYZ,41569795,1,1,1,1,10515735,17176114,12235061,1,1,1,1,1,1,1,1,1,1,1,1,1,10515735,1,1,1,1,16311537,864578,1,1,1,1,7801343,4226095,207625,1,1,1,1,34740854,5813186,1015757,1,1,1,1,1,112242,8523857,21345763,11587936,1
FTI,41558473,1,297996,643786,1,15535064,23395376,1190046,1,297996,1,109263,1,534524,1,1,1,1,1,1,15535064,1,1,1,1,2393539,21001838,1,1,1,1,302359,1,887688,1,1,407258,1,18765483,21154344,887688,1,343704,1,1,1,1,454865,2393539,37877553,297996,534524
COF,41556212,141086,1,439211,35410358,3178837,1111191,727811,141086,1,1,1,439211,1,35246336,164023,1,1,2314650,864188,1,1,1,414039,697153,1,1,1,1,727811,1,1,1,1,1,1,39274956,2281257,1,1,1,1,1,1,1,727811,414039,3011802,36110523,164023,439211,141086
WOL,41543237,227274,13014541,7231047,6208230,7694696,4704828,1084355,227274,12880164,134378,7231047,1,1,6208230,1,1,1,2162264,5532433,1,1,1,3232010,1,1,1,1472819,1,921070,1,1,1,163286,1,1,34097042,5666810,1,1,1779387,1,1,1,1,921070,3232010,2162264,11883945,7394332,14352982,361651
